,open,close,high,low,volume,money
2020/11/3 10:30,4743.17,4761.58,4761.58,4734.17,5649729500,1.07E+11
2020/11/3 11:30,4761.82,4766.35,4793.4,4761.82,3450089200,57482230503
2020/11/3 14:00,4766.35,4763.41,4772.55,4756.06,2031569100,40984567137
2020/11/3 15:00,4763.89,4777.56,4778.49,4759.26,2474153000,46964632321
2020/11/4 10:30,4781.45,4794.86,4804.3,4772.36,4625308200,94404404621
2020/11/4 11:30,4795.39,4802.07,4825.46,4770.87,2722656000,48707095420
2020/11/4 14:00,4802.1,4811.2,4813.27,4783.84,1859533600,40807201557
2020/11/4 15:00,4810.96,4813.66,4817.25,4805.35,2258682800,46595071338
2020/11/5 10:30,4861.34,4850.52,4883.63,4838,5415682100,1.14E+11
2020/11/5 11:30,4850.24,4869.42,4870.86,4842.36,2596016200,51836905095
2020/11/5 14:00,4870.67,4878.8,4879.34,4859.28,2881223500,56149087534
2020/11/5 15:00,4878.81,4885.11,4885.11,4874.55,3031537600,59652045437
2020/11/6 10:30,4897.63,4877.56,4897.63,4869.04,7087206200,1.46E+11
2020/11/6 11:30,4877.74,4852.95,4884.64,4851.97,3132113400,58869210624
2020/11/6 14:00,4852.43,4856.32,4868.75,4845.48,2408533700,45884292159
2020/11/6 15:00,4856.01,4885.72,4885.72,4849.62,2736050100,54934142610
